dataset,lags,horizon,instance_normalize,remove_constant,stride,seed,model,setting,range,covariate_mode,metric,value,reference_model,reference_value,improvement_pct
time/current_velocity_h_part01,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.02479842664130653,chronos2/none,1.0039072789389778,97.52980906090094
time/current_velocity_h_part01,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.0039072789389778,chronos2/none,1.0039072789389778,0.0
time/current_velocity_h_part01,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.02348092614421923,ts_icl/none,0.8487092885361226,97.23333696692306
time/current_velocity_h_part01,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.8487092885361226,ts_icl/none,0.8487092885361226,0.0
time/current_velocity_h_part02,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.016209685959404817,chronos2/none,0.3350328263800798,95.16176186836819
time/current_velocity_h_part02,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.3350328263800798,chronos2/none,0.3350328263800798,0.0
time/current_velocity_h_part02,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.030069599887307657,ts_icl/none,0.3883407940501692,92.25690415531699
time/current_velocity_h_part02,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.3883407940501692,ts_icl/none,0.3883407940501692,0.0
time/current_velocity_h_part02,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.012819999953973349,chronos2/none,0.15468216913372831,91.7120376409449
time/current_velocity_h_part02,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.15468216913372831,chronos2/none,0.15468216913372831,0.0
time/current_velocity_h_part02,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0018688595375890684,ts_icl/none,0.1800313700956327,98.9619256151879
time/current_velocity_h_part02,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.1800313700956327,ts_icl/none,0.1800313700956327,0.0
time/current_velocity_h_part02,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.04911150897411668,chronos2/none,0.9801073717050409,94.98917053458338
time/current_velocity_h_part02,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.9801073717050409,chronos2/none,0.9801073717050409,0.0
time/current_velocity_h_part02,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.26436311724811884,ts_icl/none,1.3755797186555963,80.78169417134977
time/current_velocity_h_part02,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.3755797186555963,ts_icl/none,1.3755797186555963,0.0
time/current_velocity_h_part03,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.025445412780668232,chronos2/none,1.694470580135073,98.49832667034917
time/current_velocity_h_part03,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.694470580135073,chronos2/none,1.694470580135073,0.0
time/current_velocity_h_part03,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.022845905585199944,ts_icl/none,1.689539582069431,98.64780287910052
time/current_velocity_h_part03,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.689539582069431,ts_icl/none,1.689539582069431,0.0
time/current_velocity_h_part03,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.007450622976951611,chronos2/none,0.6687825560155842,98.88594238741207
time/current_velocity_h_part03,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6687825560155842,chronos2/none,0.6687825560155842,0.0
time/current_velocity_h_part03,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0012184001808842975,ts_icl/none,0.6590352173791163,99.81512366126204
time/current_velocity_h_part03,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6590352173791163,ts_icl/none,0.6590352173791163,0.0
time/current_velocity_h_part03,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.006834399919575339,chronos2/none,1.0010520023190312,99.31727823292468
time/current_velocity_h_part03,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.0010520023190312,chronos2/none,1.0010520023190312,0.0
time/current_velocity_h_part03,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.0005892966419196455,ts_icl/none,0.852441586761011,99.93086955738998
time/current_velocity_h_part03,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.852441586761011,ts_icl/none,0.852441586761011,0.0
time/current_velocity_h_part04,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.011757416253978456,chronos2/none,0.6587858662802588,98.2152901487755
time/current_velocity_h_part04,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.6587858662802588,chronos2/none,0.6587858662802588,0.0
time/current_velocity_h_part04,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.022137759232329565,ts_icl/none,0.5978972752475076,96.29739753820331
time/current_velocity_h_part04,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.5978972752475076,ts_icl/none,0.5978972752475076,0.0
time/current_velocity_h_part04,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.018934487602328538,chronos2/none,1.1724519066650558,98.38505208659807
time/current_velocity_h_part04,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,1.1724519066650558,chronos2/none,1.1724519066650558,0.0
time/current_velocity_h_part04,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.006022323039697194,ts_icl/none,1.1788389903527718,99.48913099337723
time/current_velocity_h_part04,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,1.1788389903527718,ts_icl/none,1.1788389903527718,0.0
time/current_velocity_h_part04,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.015623381984672354,chronos2/none,1.2213523910225679,98.72081292020957
time/current_velocity_h_part04,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.2213523910225679,chronos2/none,1.2213523910225679,0.0
time/current_velocity_h_part04,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.04217257089279277,ts_icl/none,1.212288248197486,96.52124229072601
time/current_velocity_h_part04,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.212288248197486,ts_icl/none,1.212288248197486,0.0
time/current_velocity_h_part05,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.014563498665423443,chronos2/none,0.663454418287923,97.80489838276979
time/current_velocity_h_part05,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.663454418287923,chronos2/none,0.663454418287923,0.0
time/current_velocity_h_part05,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0522181576716927,ts_icl/none,0.7801363192809124,93.30653420676214
time/current_velocity_h_part05,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.7801363192809124,ts_icl/none,0.7801363192809124,0.0
time/current_velocity_h_part05,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.012200641602976247,chronos2/none,0.49227055376395584,97.52155770649112
time/current_velocity_h_part05,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.49227055376395584,chronos2/none,0.49227055376395584,0.0
time/current_velocity_h_part05,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.00735456363290723,ts_icl/none,0.5150057504574458,98.5719453372366
time/current_velocity_h_part05,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.5150057504574458,ts_icl/none,0.5150057504574458,0.0
time/current_velocity_h_part05,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.01889018239173176,chronos2/none,1.1315905638039112,98.3306521814541
time/current_velocity_h_part05,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.1315905638039112,chronos2/none,1.1315905638039112,0.0
time/current_velocity_h_part05,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.035733524953886646,ts_icl/none,1.1082059863816809,96.77555207308008
time/current_velocity_h_part05,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.1082059863816809,ts_icl/none,1.1082059863816809,0.0
time/current_velocity_h_part06,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.015866220769980413,chronos2/none,0.4960243541563889,96.80132222600949
time/current_velocity_h_part06,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.4960243541563889,chronos2/none,0.4960243541563889,0.0
time/current_velocity_h_part06,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.03805465615245008,ts_icl/none,0.5283928400074894,92.79803712860479
time/current_velocity_h_part06,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.5283928400074894,ts_icl/none,0.5283928400074894,0.0
time/current_velocity_h_part06,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.014455386371507,chronos2/none,0.5394010961366197,97.32010437593814
time/current_velocity_h_part06,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.5394010961366197,chronos2/none,0.5394010961366197,0.0
time/current_velocity_h_part06,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.012224155100890735,ts_icl/none,0.5742223595579465,97.87118092888245
time/current_velocity_h_part06,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.5742223595579465,ts_icl/none,0.5742223595579465,0.0
time/current_velocity_h_part06,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.017376538442719417,chronos2/none,1.08066483369718,98.39205108735975
time/current_velocity_h_part06,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.08066483369718,chronos2/none,1.08066483369718,0.0
time/current_velocity_h_part06,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.010734810216429953,ts_icl/none,1.0225432445605596,98.95018520991323
time/current_velocity_h_part06,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.0225432445605596,ts_icl/none,1.0225432445605596,0.0
time/current_velocity_h_part07,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.020590083972395708,chronos2/none,0.4637157562499245,95.55976183796126
time/current_velocity_h_part07,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.4637157562499245,chronos2/none,0.4637157562499245,0.0
time/current_velocity_h_part07,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.007332171891296942,ts_icl/none,0.49667238059143226,98.52374076396883
time/current_velocity_h_part07,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.49667238059143226,ts_icl/none,0.49667238059143226,0.0
time/current_velocity_h_part07,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.019894495548214763,chronos2/none,0.5305861165979877,96.25046812838332
time/current_velocity_h_part07,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.5305861165979877,chronos2/none,0.5305861165979877,0.0
time/current_velocity_h_part07,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.07192406154103992,ts_icl/none,0.6217993732231358,88.43291507866644
time/current_velocity_h_part07,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6217993732231358,ts_icl/none,0.6217993732231358,0.0
time/current_velocity_h_part07,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.028146390007653583,chronos2/none,1.580865530918042,98.21955824469724
time/current_velocity_h_part07,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.580865530918042,chronos2/none,1.580865530918042,0.0
time/current_velocity_h_part07,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.30137415442004567,ts_icl/none,1.659611633978784,81.84068198548803
time/current_velocity_h_part07,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.659611633978784,ts_icl/none,1.659611633978784,0.0
time/current_velocity_h_part08,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.01024632208282128,chronos2/none,0.9839010382226357,98.95860237109508
time/current_velocity_h_part08,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.9839010382226357,chronos2/none,0.9839010382226357,0.0
time/current_velocity_h_part08,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0010138529150935938,ts_icl/none,0.9685278062631065,99.89532020572487
time/current_velocity_h_part08,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.9685278062631065,ts_icl/none,0.9685278062631065,0.0
time/current_velocity_h_part08,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.010405922017525882,chronos2/none,0.8480121100631853,98.77290407836858
time/current_velocity_h_part08,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.8480121100631853,chronos2/none,0.8480121100631853,0.0
time/current_velocity_h_part08,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0010243333098666578,ts_icl/none,0.7709368522434185,99.86713136012557
time/current_velocity_h_part08,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.7709368522434185,ts_icl/none,0.7709368522434185,0.0
time/current_velocity_h_part08,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.01390543820646902,chronos2/none,1.0579386409372091,98.68561014142082
time/current_velocity_h_part08,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.0579386409372091,chronos2/none,1.0579386409372091,0.0
time/current_velocity_h_part08,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.0012946275746799074,ts_icl/none,0.9554331389566263,99.8644983597603
time/current_velocity_h_part08,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.9554331389566263,ts_icl/none,0.9554331389566263,0.0
time/current_velocity_h_part09,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.012931264814965072,chronos2/none,1.012103860222158,98.72233815884007
time/current_velocity_h_part09,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.012103860222158,chronos2/none,1.012103860222158,0.0
time/current_velocity_h_part09,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0066363001583557065,ts_icl/none,1.0393232360837006,99.36147870768653
time/current_velocity_h_part09,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,1.0393232360837006,ts_icl/none,1.0393232360837006,0.0
time/current_velocity_h_part09,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.014722492745412248,chronos2/none,0.8717672172046843,98.31118990771185
time/current_velocity_h_part09,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.8717672172046843,chronos2/none,0.8717672172046843,0.0
time/current_velocity_h_part09,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.003196365691110259,ts_icl/none,0.8986400121024677,99.64431077538691
time/current_velocity_h_part09,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.8986400121024677,ts_icl/none,0.8986400121024677,0.0
time/current_velocity_h_part09,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.009763603454403993,chronos2/none,0.8703723247680399,98.87822680287933
time/current_velocity_h_part09,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.8703723247680399,chronos2/none,0.8703723247680399,0.0
time/current_velocity_h_part09,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.00019747750906794358,ts_icl/none,0.8220315074755086,99.97597689294484
time/current_velocity_h_part09,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.8220315074755086,ts_icl/none,0.8220315074755086,0.0
time/current_velocity_h_part10,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.012398703023791313,chronos2/none,1.0054872575260343,98.76689605651514
time/current_velocity_h_part10,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.0054872575260343,chronos2/none,1.0054872575260343,0.0
time/current_velocity_h_part10,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0005103029948042517,ts_icl/none,0.9656397906087694,99.94715389736761
time/current_velocity_h_part10,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.9656397906087694,ts_icl/none,0.9656397906087694,0.0
time/current_velocity_h_part10,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.010538783245941713,chronos2/none,0.5812493016322454,98.18687382223995
time/current_velocity_h_part10,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.5812493016322454,chronos2/none,0.5812493016322454,0.0
time/current_velocity_h_part10,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0001775088080865403,ts_icl/none,0.6281798018940857,99.97174235663876
time/current_velocity_h_part10,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6281798018940857,ts_icl/none,0.6281798018940857,0.0
time/current_velocity_h_part10,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.011616839393455949,chronos2/none,1.3747757892641757,99.15500116570473
time/current_velocity_h_part10,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.3747757892641757,chronos2/none,1.3747757892641757,0.0
time/current_velocity_h_part10,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.0008933057378170714,ts_icl/none,1.2646487798127863,99.9293633337511
time/current_velocity_h_part10,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.2646487798127863,ts_icl/none,1.2646487798127863,0.0
time/current_velocity_h_part11,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.0123106881233287,chronos2/none,0.5248650215743553,97.65450399296904
time/current_velocity_h_part11,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.5248650215743553,chronos2/none,0.5248650215743553,0.0
time/current_velocity_h_part11,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0001826529999865064,ts_icl/none,0.562351712602235,99.96751979305952
time/current_velocity_h_part11,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.562351712602235,ts_icl/none,0.562351712602235,0.0
time/current_velocity_h_part11,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.01212887768079305,chronos2/none,0.5067490874124425,97.6065319144973
time/current_velocity_h_part11,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.5067490874124425,chronos2/none,0.5067490874124425,0.0
time/current_velocity_h_part11,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.00014541173641191563,ts_icl/none,0.5096566632744812,99.9714686872771
time/current_velocity_h_part11,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.5096566632744812,ts_icl/none,0.5096566632744812,0.0
time/current_velocity_h_part11,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.014954145506231321,chronos2/none,0.6607870542340808,97.7369191163158
time/current_velocity_h_part11,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.6607870542340808,chronos2/none,0.6607870542340808,0.0
time/current_velocity_h_part11,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.00020129651066882716,ts_icl/none,0.6971142387224568,99.97112431514272
time/current_velocity_h_part11,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.6971142387224568,ts_icl/none,0.6971142387224568,0.0
time/current_velocity_h_part12,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.01744069109360377,chronos2/none,0.5936850515815119,97.06229910166279
time/current_velocity_h_part12,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.5936850515815119,chronos2/none,0.5936850515815119,0.0
time/current_velocity_h_part12,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.0006180006996146404,ts_icl/none,0.7320681194464366,99.91558153084416
time/current_velocity_h_part12,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.7320681194464366,ts_icl/none,0.7320681194464366,0.0
time/current_velocity_h_part12,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.016280543330746394,chronos2/none,0.6345898350700736,97.43447776327072
time/current_velocity_h_part12,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6345898350700736,chronos2/none,0.6345898350700736,0.0
time/current_velocity_h_part12,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.00041141361798509025,ts_icl/none,0.6735564188410839,99.93891920461644
time/current_velocity_h_part12,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6735564188410839,ts_icl/none,0.6735564188410839,0.0
time/current_velocity_h_part12,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.015976832170660298,chronos2/none,0.6945451442152262,97.69966973295702
time/current_velocity_h_part12,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.6945451442152262,chronos2/none,0.6945451442152262,0.0
time/current_velocity_h_part12,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.00015265229527964644,ts_icl/none,0.6799666993319988,99.97755003363702
time/current_velocity_h_part12,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.6799666993319988,ts_icl/none,0.6799666993319988,0.0
time/current_velocity_h_part13,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.009347499478382006,chronos2/none,0.5702045060655413,98.36067597169996
time/current_velocity_h_part13,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.5702045060655413,chronos2/none,0.5702045060655413,0.0
time/current_velocity_h_part13,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.028357474410667136,ts_icl/none,0.6669058406971291,95.7479043246908
time/current_velocity_h_part13,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.6669058406971291,ts_icl/none,0.6669058406971291,0.0
time/current_velocity_h_part13,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.00845986579467232,chronos2/none,0.783866925837679,98.92075229661825
time/current_velocity_h_part13,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.783866925837679,chronos2/none,0.783866925837679,0.0
time/current_velocity_h_part13,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0022899119486383926,ts_icl/none,0.9154870409725441,99.74986953980194
time/current_velocity_h_part13,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.9154870409725441,ts_icl/none,0.9154870409725441,0.0
time/current_velocity_h_part13,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.00892915518488735,chronos2/none,1.0608639762633376,99.15831290488924
time/current_velocity_h_part13,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.0608639762633376,chronos2/none,1.0608639762633376,0.0
time/current_velocity_h_part13,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.001523315785056588,ts_icl/none,0.9878491262594858,99.84579469226999
time/current_velocity_h_part13,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.9878491262594858,ts_icl/none,0.9878491262594858,0.0
time/current_velocity_h_part14,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.008759064120628561,chronos2/none,0.4842783606921633,98.19131622810701
time/current_velocity_h_part14,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.4842783606921633,chronos2/none,0.4842783606921633,0.0
time/current_velocity_h_part14,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.025058308153650916,ts_icl/none,0.45819807931159934,94.53111890139331
time/current_velocity_h_part14,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.45819807931159934,ts_icl/none,0.45819807931159934,0.0
time/current_velocity_h_part14,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.009829649375751615,chronos2/none,0.9731104568966354,98.98987321469141
time/current_velocity_h_part14,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.9731104568966354,chronos2/none,0.9731104568966354,0.0
time/current_velocity_h_part14,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.0028407962737522514,ts_icl/none,0.9666455165230824,99.70611809342785
time/current_velocity_h_part14,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.9666455165230824,ts_icl/none,0.9666455165230824,0.0
time/current_velocity_h_part14,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.009820209636624591,chronos2/none,1.3464646562933922,99.27066710657981
time/current_velocity_h_part14,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.3464646562933922,chronos2/none,1.3464646562933922,0.0
time/current_velocity_h_part14,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.050936025395003526,ts_icl/none,1.3023575004190207,96.08893676439723
time/current_velocity_h_part14,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,1.3023575004190207,ts_icl/none,1.3023575004190207,0.0
time/current_velocity_h_part15,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.029198638413314864,chronos2/none,1.0479302352759987,97.2136848971034
time/current_velocity_h_part15,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,1.0479302352759987,chronos2/none,1.0479302352759987,0.0
time/current_velocity_h_part15,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.10059402918795968,ts_icl/none,0.8449276868874828,88.0943623047169
time/current_velocity_h_part15,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.8449276868874828,ts_icl/none,0.8449276868874828,0.0
time/current_velocity_h_part15,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.008697687684270065,chronos2/none,0.6704655374134225,98.70273903744184
time/current_velocity_h_part15,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6704655374134225,chronos2/none,0.6704655374134225,0.0
time/current_velocity_h_part15,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.013278183705898257,ts_icl/none,0.6867123363273484,98.06641252770962
time/current_velocity_h_part15,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.6867123363273484,ts_icl/none,0.6867123363273484,0.0
time/current_velocity_h_part15,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.004875353429399963,chronos2/none,1.0679023578053428,99.54346449431769
time/current_velocity_h_part15,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,1.0679023578053428,chronos2/none,1.0679023578053428,0.0
time/current_velocity_h_part15,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.002047836054338231,ts_icl/none,0.864018466057522,99.76298700377524
time/current_velocity_h_part15,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.864018466057522,ts_icl/none,0.864018466057522,0.0
time/current_velocity_h_part16,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.009998418934022387,chronos2/none,0.6880566779938009,98.54686114475695
time/current_velocity_h_part16,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.6880566779938009,chronos2/none,0.6880566779938009,0.0
time/current_velocity_h_part16,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.006141337056154346,ts_icl/none,0.6580168046057224,99.06668993661427
time/current_velocity_h_part16,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.6580168046057224,ts_icl/none,0.6580168046057224,0.0
time/current_velocity_h_part16,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.010237169127018811,chronos2/none,0.6411501478610767,98.40331174200448
time/current_velocity_h_part16,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.6411501478610767,chronos2/none,0.6411501478610767,0.0
time/current_velocity_h_part16,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.01133730181724483,ts_icl/none,0.7737005900384651,98.53466548129668
time/current_velocity_h_part16,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.7737005900384651,ts_icl/none,0.7737005900384651,0.0
