dataset,lags,horizon,instance_normalize,remove_constant,stride,seed,model,setting,range,covariate_mode,metric,value,reference_model,reference_value,improvement_pct
time/port_activity_d,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,1.7578976679943692,ts_icl/none,1.8731729305297182,6.15401069792046
time/port_activity_d,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,1.8731729305297182,ts_icl/none,1.8731729305297182,0.0
time/port_activity_d,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.16978090689385267,chronos2/none,1.299154704551811,86.93143270012445
time/port_activity_d,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,1.299154704551811,chronos2/none,1.299154704551811,0.0
time/port_activity_d,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.017105964567375426,ts_icl/none,1.2779851359563335,98.66148955210072
time/port_activity_d,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,1.2779851359563335,ts_icl/none,1.2779851359563335,0.0
time/supply_chain_customer_d,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.46197790098403224,chronos2/none,0.5257615840909122,12.131674324811605
time/supply_chain_customer_d,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.5257615840909122,chronos2/none,0.5257615840909122,0.0
time/supply_chain_customer_d,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,0.38515308431358997,ts_icl/none,0.5068867419360887,24.015948248622305
time/supply_chain_customer_d,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.5068867419360887,ts_icl/none,0.5068867419360887,0.0
time/supply_chain_customer_d,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,0.3408286989627716,chronos2/none,0.4995775748264148,31.77662166257216
time/supply_chain_customer_d,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,0.4995775748264148,chronos2/none,0.4995775748264148,0.0
time/supply_chain_customer_d,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.5718022124039837,ts_icl/none,0.5512109202035289,-3.7356466364729544
time/supply_chain_customer_d,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,0.5512109202035289,ts_icl/none,0.5512109202035289,0.0
time/supply_chain_customer_d,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.13464438372627935,chronos2/none,0.7143431187917789,81.15130107867304
time/supply_chain_customer_d,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.7143431187917789,chronos2/none,0.7143431187917789,0.0
time/supply_chain_customer_d,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.004599586233477264,ts_icl/none,1.188560910315977,99.61301215667152
time/supply_chain_customer_d,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,1.188560910315977,ts_icl/none,1.188560910315977,0.0
time/supply_chain_location_d,7,1,True,False,512,1,chronos2/identity,7:1,short,identity,nmse,0.5380671736907329,chronos2/none,0.6233869166575411,13.686482774497945
time/supply_chain_location_d,7,1,True,False,512,1,chronos2/none,7:1,short,none,nmse,0.6233869166575411,chronos2/none,0.6233869166575411,0.0
time/supply_chain_location_d,7,1,True,False,512,1,ts_icl/identity,7:1,short,identity,nmse,0.30898502671362515,ts_icl/none,0.49086755544413907,37.053279792742835
time/supply_chain_location_d,7,1,True,False,512,1,ts_icl/none,7:1,short,none,nmse,0.49086755544413907,ts_icl/none,0.49086755544413907,0.0
time/supply_chain_location_d,14,2,True,False,512,1,chronos2/identity,14:2,mid,identity,nmse,0.555290768807383,chronos2/none,0.7577894583273698,26.72228905993913
time/supply_chain_location_d,14,2,True,False,512,1,chronos2/none,14:2,mid,none,nmse,0.7577894583273698,chronos2/none,0.7577894583273698,0.0
time/supply_chain_location_d,14,2,True,False,512,1,ts_icl/identity,14:2,mid,identity,nmse,0.7930850817835616,ts_icl/none,0.8189422889913925,3.1573906434452894
time/supply_chain_location_d,14,2,True,False,512,1,ts_icl/none,14:2,mid,none,nmse,0.8189422889913925,ts_icl/none,0.8189422889913925,0.0
time/supply_chain_location_d,30,7,True,False,512,1,chronos2/identity,30:7,long,identity,nmse,0.145332956389871,chronos2/none,0.7061406792890207,79.41869649314074
time/supply_chain_location_d,30,7,True,False,512,1,chronos2/none,30:7,long,none,nmse,0.7061406792890207,chronos2/none,0.7061406792890207,0.0
time/supply_chain_location_d,30,7,True,False,512,1,ts_icl/identity,30:7,long,identity,nmse,0.0034522258565095184,ts_icl/none,1.1606535365914596,99.70256189744204
time/supply_chain_location_d,30,7,True,False,512,1,ts_icl/none,30:7,long,none,nmse,1.1606535365914596,ts_icl/none,1.1606535365914596,0.0
traffic,168,24,True,False,512,1,chronos2/identity,168:24,short,identity,nmse,0.06107351693146967,chronos2/none,0.228432502023147,73.26408615649575
traffic,168,24,True,False,512,1,chronos2/none,168:24,short,none,nmse,0.228432502023147,chronos2/none,0.228432502023147,0.0
traffic,168,24,True,False,512,1,ts_icl/identity,168:24,short,identity,nmse,0.004677322512285396,ts_icl/none,0.2421581216882645,98.06848414594717
traffic,168,24,True,False,512,1,ts_icl/none,168:24,short,none,nmse,0.2421581216882645,ts_icl/none,0.2421581216882645,0.0
traffic,336,48,True,False,512,1,chronos2/identity,336:48,mid,identity,nmse,0.07531388109429314,chronos2/none,0.2918196569496189,74.19163538140418
traffic,336,48,True,False,512,1,chronos2/none,336:48,mid,none,nmse,0.2918196569496189,chronos2/none,0.2918196569496189,0.0
traffic,336,48,True,False,512,1,ts_icl/identity,336:48,mid,identity,nmse,0.015605215246276304,ts_icl/none,0.30175501941118793,94.82851510582107
traffic,336,48,True,False,512,1,ts_icl/none,336:48,mid,none,nmse,0.30175501941118793,ts_icl/none,0.30175501941118793,0.0
traffic,504,168,True,False,512,1,chronos2/identity,504:168,long,identity,nmse,0.02876360961189553,chronos2/none,0.24329561182961001,88.17750579404618
traffic,504,168,True,False,512,1,chronos2/none,504:168,long,none,nmse,0.24329561182961001,chronos2/none,0.24329561182961001,0.0
traffic,504,168,True,False,512,1,ts_icl/identity,504:168,long,identity,nmse,0.004755542268802727,ts_icl/none,0.281954902230205,98.31336776513288
traffic,504,168,True,False,512,1,ts_icl/none,504:168,long,none,nmse,0.281954902230205,ts_icl/none,0.281954902230205,0.0
