dataset,lags,horizon,setting,metric,best_baseline,best_baseline_value,chronos_value,chronos_win_pct,tie_pct,windows
time/current_velocity_h_part08,168,24,168:24,mase,repeat,3.5119055012861886,2.6442357456932464,91.66666666666666,0.0,24
time/current_velocity_h_part08,336,48,336:48,mse,persistence,7.8445478829282065,8.281626763373234,66.66666666666666,0.0,24
time/current_velocity_h_part08,336,48,336:48,mae,persistence,1.006069580524733,0.9694700077137289,62.5,0.0,24
time/current_velocity_h_part08,336,48,336:48,nmse,expected,1.24885135764877,0.8480121100631853,70.83333333333334,0.0,24
time/current_velocity_h_part08,336,48,336:48,nmae,persistence,0.8661424865325292,0.6049400636305412,62.5,0.0,24
time/current_velocity_h_part08,336,48,336:48,mase,persistence,2.807001272837321,2.209624898930391,62.5,0.0,24
time/current_velocity_h_part08,504,168,504:168,mse,expected,10.300962275894866,9.737899644582967,54.166666666666664,0.0,24
time/current_velocity_h_part08,504,168,504:168,mae,expected,1.2498695605706114,1.1375258717744146,54.166666666666664,0.0,24
time/current_velocity_h_part08,504,168,504:168,nmse,expected,1.282792204990983,1.0579386409372091,54.166666666666664,0.0,24
time/current_velocity_h_part08,504,168,504:168,nmae,expected,0.8783450995882353,0.7639025623599688,54.166666666666664,0.0,24
time/current_velocity_h_part08,504,168,504:168,mase,expected,3.8644722873965898,2.9154680594801903,54.166666666666664,0.0,24
time/current_velocity_h_part09,168,24,168:24,mse,repeat,6.337055641884165,3.9286142220626927,71.42857142857143,0.0,42
time/current_velocity_h_part09,168,24,168:24,mae,repeat,0.9400560198950448,0.7477034302317493,71.42857142857143,0.0,42
time/current_velocity_h_part09,168,24,168:24,nmse,repeat,1.1906650254414195,1.012103860222158,71.42857142857143,0.0,42
time/current_velocity_h_part09,168,24,168:24,nmae,repeat,0.7969013551870981,0.684676128483954,71.42857142857143,0.0,42
time/current_velocity_h_part09,168,24,168:24,mase,repeat,1.8011052863938468,1.5643177756241389,71.42857142857143,0.0,42
time/current_velocity_h_part09,336,48,336:48,mse,repeat,12.56390671545272,11.511313946675207,90.47619047619048,0.0,42
time/current_velocity_h_part09,336,48,336:48,mae,repeat,1.340219842236755,1.2423030351443838,90.47619047619048,0.0,42
time/current_velocity_h_part09,336,48,336:48,nmse,repeat,1.3843235983735038,0.8717672172046843,90.47619047619048,0.0,42
time/current_velocity_h_part09,336,48,336:48,nmae,repeat,0.9123232009864989,0.6836372159776234,90.47619047619048,0.0,42
time/current_velocity_h_part09,336,48,336:48,mase,repeat,2.2398435047694614,1.64715095219158,90.47619047619048,0.0,42
time/current_velocity_h_part09,504,168,504:168,mse,expected,11.293485378039906,13.947963501355591,69.44444444444444,0.0,36
time/current_velocity_h_part09,504,168,504:168,mae,expected,1.2682551928899355,1.3750846889904804,66.66666666666666,0.0,36
time/current_velocity_h_part09,504,168,504:168,nmse,expected,1.0860281450053055,0.8703723247680399,69.44444444444444,0.0,36
time/current_velocity_h_part09,504,168,504:168,nmae,expected,0.8058055544065105,0.7006909996271133,66.66666666666666,0.0,36
time/current_velocity_h_part09,504,168,504:168,mase,expected,2.0264979783031674,1.740885380241606,66.66666666666666,0.0,36
time/current_velocity_h_part10,168,24,168:24,mse,repeat,12.790282011419029,12.734811351734564,54.761904761904766,0.0,42
time/current_velocity_h_part10,168,24,168:24,mae,repeat,1.1841777308311845,1.235097327790711,57.14285714285714,0.0,42
time/current_velocity_h_part10,168,24,168:24,nmse,repeat,1.09548857098534,1.0054872575260343,54.761904761904766,0.0,42
time/current_velocity_h_part10,168,24,168:24,nmae,repeat,0.794757067447617,0.7411786055281049,57.14285714285714,0.0,42
time/current_velocity_h_part10,168,24,168:24,mase,repeat,1.5835062833059401,1.482155252070654,57.14285714285714,0.0,42
time/current_velocity_h_part10,336,48,336:48,mse,expected,16.640831354176605,10.474519212219267,92.85714285714286,0.0,42
time/current_velocity_h_part10,336,48,336:48,mae,repeat,1.524005894050268,1.1455166060366624,100.0,0.0,42
time/current_velocity_h_part10,336,48,336:48,nmse,expected,1.0352155615886052,0.5812493016322454,92.85714285714286,0.0,42
time/current_velocity_h_part10,336,48,336:48,nmae,expected,0.8019090819926489,0.5694374435004734,95.23809523809523,0.0,42
time/current_velocity_h_part10,336,48,336:48,mase,expected,1.7459072357132321,1.221412670044672,95.23809523809523,0.0,42
time/current_velocity_h_part10,504,168,504:168,mse,expected,16.354069227817895,13.981404140950266,72.22222222222221,0.0,36
time/current_velocity_h_part10,504,168,504:168,mae,expected,1.5913729750706505,1.3708558411647875,69.44444444444444,0.0,36
time/current_velocity_h_part10,504,168,504:168,nmse,expected,1.437497033013238,1.3747757892641757,72.22222222222221,0.0,36
time/current_velocity_h_part10,504,168,504:168,nmae,expected,0.9195441471205817,0.83915735863977,69.44444444444444,0.0,36
time/current_velocity_h_part10,504,168,504:168,mase,expected,2.1373258928457894,1.960089236497879,69.44444444444444,0.0,36
time/current_velocity_h_part11,168,24,168:24,mse,persistence,15.333170359659128,13.438932472599932,85.71428571428571,0.0,42
time/current_velocity_h_part11,168,24,168:24,mae,repeat,1.4374520569441043,1.253932819302593,78.57142857142857,0.0,42
time/current_velocity_h_part11,168,24,168:24,nmse,repeat,0.7072497208026194,0.5248650215743553,80.95238095238095,0.0,42
time/current_velocity_h_part11,168,24,168:24,nmae,repeat,0.6403602514238584,0.5233709013887814,78.57142857142857,0.0,42
time/current_velocity_h_part11,168,24,168:24,mase,repeat,1.1873219467344738,0.9566718517314821,78.57142857142857,0.0,42
time/current_velocity_h_part11,336,48,336:48,mse,expected,13.690354970036077,10.537796207033741,92.85714285714286,0.0,42
time/current_velocity_h_part11,336,48,336:48,mae,expected,1.5501090012202483,1.2017317118588835,95.23809523809523,0.0,42
time/current_velocity_h_part11,336,48,336:48,nmse,repeat,1.0791679258857454,0.5067490874124425,92.85714285714286,0.0,42
time/current_velocity_h_part11,336,48,336:48,nmae,repeat,0.8230849234830766,0.5281534755513781,95.23809523809523,0.0,42
time/current_velocity_h_part11,336,48,336:48,mase,repeat,1.573466176078433,0.994186995994477,95.23809523809523,0.0,42
time/current_velocity_h_part11,504,168,504:168,mse,expected,18.637663847934668,16.42697024591204,80.55555555555556,0.0,36
time/current_velocity_h_part11,504,168,504:168,mae,expected,1.7594079210733373,1.5219763080563604,80.55555555555556,0.0,36
time/current_velocity_h_part11,504,168,504:168,nmse,expected,1.1412809515992801,0.6607870542340808,80.55555555555556,0.0,36
time/current_velocity_h_part11,504,168,504:168,nmae,expected,0.8515628120965428,0.6135937571525574,80.55555555555556,0.0,36
time/current_velocity_h_part11,504,168,504:168,mase,expected,1.715018543932173,1.1707299103339512,80.55555555555556,0.0,36
time/current_velocity_h_part12,168,24,168:24,mse,repeat,9.008128781095365,8.543711209010446,83.33333333333334,0.0,30
time/current_velocity_h_part12,168,24,168:24,mae,repeat,1.0917976116451125,1.0725163142972935,80.0,0.0,30
time/current_velocity_h_part12,168,24,168:24,nmse,repeat,0.7951724529266357,0.5936850515815119,83.33333333333334,0.0,30
time/current_velocity_h_part12,168,24,168:24,nmae,repeat,0.6529035523533822,0.5366222629944484,80.0,0.0,30
time/current_velocity_h_part12,168,24,168:24,mase,repeat,1.313586715857188,1.0638183876872063,80.0,0.0,30
time/current_velocity_h_part12,336,48,336:48,mse,expected,11.70634693492951,9.408243071447577,96.66666666666667,0.0,30
time/current_velocity_h_part12,336,48,336:48,mae,expected,1.3129904998466373,1.0511059664500257,93.33333333333333,0.0,30
time/current_velocity_h_part12,336,48,336:48,nmse,repeat,1.2511950502792994,0.6345898350700736,96.66666666666667,0.0,30
time/current_velocity_h_part12,336,48,336:48,nmae,repeat,0.851984957853953,0.5189755395054817,100.0,0.0,30
time/current_velocity_h_part12,336,48,336:48,mase,repeat,1.734573980172475,1.0255149235328038,100.0,0.0,30
time/current_velocity_h_part12,504,168,504:168,mse,expected,9.177933516915497,11.928264326185248,83.33333333333334,0.0,24
time/current_velocity_h_part12,504,168,504:168,mae,expected,1.3146699152033154,1.2887228681938723,83.33333333333334,0.0,24
time/current_velocity_h_part12,504,168,504:168,nmse,expected,1.1057180874049664,0.6945451442152262,83.33333333333334,0.0,24
time/current_velocity_h_part12,504,168,504:168,nmae,expected,0.8547089919447899,0.6267628936717907,83.33333333333334,0.0,24
time/current_velocity_h_part12,504,168,504:168,mase,expected,1.8288638244072597,1.2941447235643864,83.33333333333334,0.0,24
